udp.srcport,udp.dstport,tcp.srcport,tcp.dstport,tcp.ack,tcp.urgent_pointer,tcp.window_size_value,ip.len,ip.id,ip.tos,ip.src,ip.dst
0,0,443,47280,1056055541,0,83,1355,54357,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,83,54358,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470334915,0,585,52,32482,0,192.168.88.243,192.124.249.13
33030,53,0,0,0,0,0,66,8005,0,192.168.88.243,192.168.88.1
33030,53,0,0,0,0,0,66,8006,0,192.168.88.243,192.168.88.1
0,0,443,47280,1056055541,0,83,2892,54359,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470337755,0,629,52,32483,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54361,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470340595,0,674,52,32484,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2761,54363,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,83,54365,0,192.124.249.13,192.168.88.243
53,33030,0,0,0,0,0,514,16607,0,192.168.88.1,192.168.88.243
0,0,47280,443,1470343304,0,716,52,32485,0,192.168.88.243,192.124.249.13
53,33030,0,0,0,0,0,526,16608,0,192.168.88.1,192.168.88.243
0,0,48692,443,0,0,64240,60,56126,0,192.168.88.243,64.233.164.95
0,0,48702,443,0,0,64240,60,25143,0,192.168.88.243,64.233.164.95
0,0,47280,443,1470343335,0,716,52,32486,0,192.168.88.243,192.124.249.13
0,0,443,48702,473142526,0,65535,60,0,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114466289,0,502,52,25144,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114466289,0,502,569,25145,0,192.168.88.243,64.233.164.95
0,0,443,48692,4235294234,0,65535,60,0,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165280175,0,502,52,56127,0,192.168.88.243,64.233.164.95
0,0,443,47280,1056055541,0,83,2892,54366,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470346175,0,761,52,32487,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2172,54368,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470348295,0,794,52,32488,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,83,54370,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470348326,0,794,52,32489,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54371,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54373,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54375,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54377,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54379,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470351166,0,838,52,32490,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54381,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2119,54383,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,83,54385,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470354006,0,882,52,32491,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54386,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54388,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54390,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54392,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470356846,0,927,52,32492,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54394,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54396,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54398,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1690,54400,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,83,54402,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54403,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54405,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470359686,0,965,52,32493,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470362526,0,950,52,32494,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470365366,0,935,52,32495,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470367433,0,920,52,32496,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470367464,0,920,52,32497,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470370304,0,902,52,32498,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470373144,0,887,52,32499,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470375984,0,872,52,32500,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470378824,0,857,52,32501,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470381664,0,842,52,32502,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470384504,0,827,52,32503,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470387344,0,812,52,32504,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470388982,0,800,52,32505,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470394693,0,965,52,32506,0,192.168.88.243,192.124.249.13
0,0,48692,443,3165280175,0,502,569,56128,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143043,0,261,52,28016,0,64.233.164.95,192.168.88.243
0,0,443,48702,473143043,0,261,1452,28017,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114467689,0,501,52,25146,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143043,0,261,1452,28018,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114469089,0,495,52,25147,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143043,0,261,1936,28019,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114470973,0,496,52,25148,0,192.168.88.243,64.233.164.95
0,0,443,48692,4235294751,0,261,52,54156,0,64.233.164.95,192.168.88.243
0,0,443,48692,4235294751,0,261,1452,54157,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165281575,0,501,52,56129,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114470973,0,501,116,25149,0,192.168.88.243,64.233.164.95
0,0,443,48692,4235294751,0,261,1452,54158,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165282975,0,495,52,56130,0,192.168.88.243,64.233.164.95
0,0,443,48692,4235294751,0,261,1934,54159,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165284857,0,481,52,56131,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114470973,0,501,222,25150,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114470973,0,501,339,25151,0,192.168.88.243,64.233.164.95
0,0,48692,443,3165284857,0,501,116,56132,0,192.168.88.243,64.233.164.95
0,0,48692,443,3165284857,0,501,239,56133,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114470973,0,501,139,25152,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143107,0,261,666,28021,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114471587,0,501,83,25153,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143277,0,265,83,28022,0,64.233.164.95,192.168.88.243
0,0,443,48702,473143651,0,269,52,28023,0,64.233.164.95,192.168.88.243
0,0,443,48692,4235295002,0,265,666,54161,0,64.233.164.95,192.168.88.243
0,0,443,48692,4235295002,0,265,83,54162,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165285502,0,501,52,56134,0,192.168.88.243,64.233.164.95
0,0,48692,443,3165285502,0,501,76,56135,0,192.168.88.243,64.233.164.95
0,0,48692,443,3165285502,0,501,52,56136,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143651,0,269,531,28024,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114472097,0,501,52,25154,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143651,0,269,845,28025,0,64.233.164.95,192.168.88.243
53889,443,0,0,0,0,0,1385,0,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143651,0,269,399,28026,0,64.233.164.95,192.168.88.243
0,0,443,48702,473143651,0,269,91,28027,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114473276,0,501,52,25155,0,192.168.88.243,64.233.164.95
0,0,48702,443,2114473276,0,501,91,25156,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143682,0,269,124,28028,0,64.233.164.95,192.168.88.243
0,0,443,48702,473143682,0,269,680,28029,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114473976,0,501,52,25157,0,192.168.88.243,64.233.164.95
0,0,443,48702,473143682,0,269,176,28030,0,64.233.164.95,192.168.88.243
0,0,443,48702,473143682,0,269,277,28031,0,64.233.164.95,192.168.88.243
0,0,48702,443,2114474325,0,501,52,25158,0,192.168.88.243,64.233.164.95
0,0,443,48692,4235295027,0,265,52,54163,0,64.233.164.95,192.168.88.243
0,0,48692,443,3165285503,0,501,52,56137,0,192.168.88.243,64.233.164.95
0,0,443,47280,1056055541,0,83,1472,54407,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470396113,0,988,52,32507,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54408,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470397533,0,1010,52,32508,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54409,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470398953,0,1033,52,32509,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54410,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470400373,0,1055,52,32510,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54411,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470403213,0,1100,52,32511,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54413,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470406053,0,1144,52,32512,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54415,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470407473,0,1167,52,32513,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54416,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470408893,0,1189,52,32514,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54417,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470411733,0,1234,52,32515,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54419,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470413153,0,1249,52,32516,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54420,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470414573,0,1272,52,32517,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54421,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,52,32518,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54424,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,64,32519,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54425,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,64,32520,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54427,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,64,32521,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54429,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,64,32522,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54431,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54433,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54435,0,192.124.249.13,192.168.88.243
443,53889,0,0,0,0,0,1385,0,0,64.233.164.95,192.168.88.243
443,53889,0,0,0,0,0,643,0,0,64.233.164.95,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54437,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54439,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54441,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54443,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54445,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54447,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54449,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54451,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54453,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54455,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54457,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54461,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54469,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,72,32523,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54471,0,192.124.249.13,192.168.88.243
0,0,443,48702,473143721,0,269,52,28032,0,64.233.164.95,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54473,0,192.124.249.13,192.168.88.243
53889,443,0,0,0,0,0,185,0,0,192.168.88.243,64.233.164.95
0,0,47280,443,1470417413,0,1281,80,32524,0,192.168.88.243,192.124.249.13
443,53889,0,0,0,0,0,129,0,0,64.233.164.95,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54474,0,192.124.249.13,192.168.88.243
53889,443,0,0,0,0,0,60,0,0,192.168.88.243,64.233.164.95
0,0,47280,443,1470417413,0,1281,80,32525,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54475,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54476,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,80,32526,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54477,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,80,32527,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54478,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54479,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470417413,0,1281,80,32528,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54480,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54482,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1534,54484,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,1472,54486,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470467113,0,895,72,32529,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,4312,54487,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470472793,0,871,64,32530,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54490,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470472793,0,1342,64,32531,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54492,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470472793,0,1386,64,32532,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54494,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54496,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54498,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54500,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470472793,0,1431,64,32533,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2416,54502,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,83,54504,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,4312,54505,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54508,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055541,0,83,2892,54510,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470472793,0,1475,64,32534,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470472793,0,1519,64,32535,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470472793,0,1564,64,32536,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470472793,0,1601,64,32537,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470472793,0,1601,64,32538,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470477053,0,1667,64,32539,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470479893,0,1712,64,32540,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470524950,0,1756,52,32541,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,2892,54512,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470527790,0,1800,52,32542,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54514,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470529210,0,1823,52,32543,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1472,54515,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470530630,0,1846,52,32544,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,1288,54516,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470531866,0,1868,52,32545,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055541,0,83,83,54517,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470531897,0,1868,52,32546,0,192.168.88.243,192.124.249.13
51481,53,0,0,0,0,0,70,53500,0,192.168.88.243,192.168.88.1
51481,53,0,0,0,0,0,70,53501,0,192.168.88.243,192.168.88.1
0,0,49402,443,1602799776,0,746,268,61466,0,192.168.88.243,87.245.209.246
0,0,47280,443,1470531897,0,1868,135,32547,0,192.168.88.243,192.124.249.13
0,0,443,49402,2300160949,0,502,52,62443,0,87.245.209.246,192.168.88.243
0,0,54168,443,674108910,0,501,91,27898,0,192.168.88.243,23.43.138.212
0,0,52678,443,390399235,0,633,91,14371,0,192.168.88.243,87.245.209.186
0,0,443,52678,678402685,0,503,52,31333,0,87.245.209.186,192.168.88.243
0,0,443,52678,678402685,0,503,91,31334,0,87.245.209.186,192.168.88.243
0,0,52678,443,390399274,0,633,52,14372,0,192.168.88.243,87.245.209.186
0,0,443,54168,1366703445,0,502,91,1850,0,23.43.138.212,192.168.88.243
0,0,54168,443,674108949,0,501,52,27899,0,192.168.88.243,23.43.138.212
0,0,443,47280,1056055624,0,83,1472,54518,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54519,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470534737,0,1913,52,32548,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,2892,54520,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470537577,0,1958,52,32549,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54522,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54523,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470540417,0,2003,52,32550,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54524,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54525,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470543257,0,2048,52,32551,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54526,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54527,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470546097,0,2094,52,32552,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,2892,54528,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470548937,0,2138,52,32553,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54530,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54531,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470551777,0,2183,52,32554,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,2892,54532,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470554617,0,2228,52,32555,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,2892,54534,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,2892,54536,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,2460,54538,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470557457,0,2272,52,32556,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470560297,0,2316,52,32557,0,192.168.88.243,192.124.249.13
0,0,47280,443,1470562705,0,2354,52,32558,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54540,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54541,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470565545,0,2399,52,32559,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,946,54542,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,83,54543,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470566470,0,2421,52,32560,0,192.168.88.243,192.124.249.13
53,51481,0,0,0,0,0,650,16609,0,192.168.88.1,192.168.88.243
53,51481,0,0,0,0,0,610,16610,0,192.168.88.1,192.168.88.243
0,0,46948,443,0,0,64240,60,46220,0,192.168.88.243,23.43.138.212
60180,53,0,0,0,0,0,63,47426,0,192.168.88.243,192.168.88.1
60180,53,0,0,0,0,0,63,47427,0,192.168.88.243,192.168.88.1
0,0,47280,443,1470566470,0,2421,265,32561,0,192.168.88.243,192.124.249.13
53,60180,0,0,0,0,0,511,16611,0,192.168.88.1,192.168.88.243
53,60180,0,0,0,0,0,523,16612,0,192.168.88.1,192.168.88.243
0,0,46528,443,0,0,64240,60,41538,0,192.168.88.243,64.233.162.94
0,0,46544,443,0,0,64240,60,35902,0,192.168.88.243,64.233.162.94
0,0,47280,443,1470566470,0,2421,200,32562,0,192.168.88.243,192.124.249.13
0,0,443,46948,35883065,0,65160,60,0,0,23.43.138.212,192.168.88.243
0,0,46948,443,685116565,0,502,52,46221,0,192.168.88.243,23.43.138.212
0,0,443,46528,1159967419,0,65535,60,0,0,64.233.162.94,192.168.88.243
0,0,46528,443,2457525221,0,502,52,41539,0,192.168.88.243,64.233.162.94
0,0,443,46544,1306539561,0,65535,60,0,0,64.233.162.94,192.168.88.243
0,0,46544,443,683532245,0,502,52,35903,0,192.168.88.243,64.233.162.94
0,0,443,47280,1056055624,0,83,1472,54544,0,192.124.249.13,192.168.88.243
0,0,46948,443,685116565,0,502,569,46222,0,192.168.88.243,23.43.138.212
0,0,443,47280,1056055624,0,83,1472,54545,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470569310,0,2467,52,32563,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,1472,54546,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,1472,54547,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470572150,0,2512,52,32564,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,2892,54548,0,192.124.249.13,192.168.88.243
0,0,47280,443,1470574990,0,2556,52,32565,0,192.168.88.243,192.124.249.13
0,0,443,47280,1056055624,0,83,222,54550,0,192.124.249.13,192.168.88.243
0,0,443,47280,1056055624,0,83,83,54551,0,192.124.249.13,192.168.88.243
0,0,46528,443,2457525221,0,502,569,41540,0,192.168.88.243,64.233.162.94
0,0,46544,443,683532245,0,502,569,35904,0,192.168.88.243,64.233.162.94
0,0,47280,443,1470575191,0,2578,52,32566,0,192.168.88.243,192.124.249.13
0,0,443,49402,2300160949,0,502,297,62444,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602800021,0,768,52,61467,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62445,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602801441,0,791,52,61468,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,965,62446,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602802354,0,813,52,61469,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62447,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602803774,0,836,52,61470,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62448,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602805194,0,858,52,61471,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1315,62449,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602806457,0,881,52,61472,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62450,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602807877,0,904,52,61473,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62451,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602809297,0,913,52,61474,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,2892,62452,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602812137,0,897,52,61475,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,2892,62454,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602814977,0,881,52,61476,0,192.168.88.243,87.245.209.246
0,0,443,46528,1159967936,0,261,52,2968,0,64.233.162.94,192.168.88.243
0,0,443,49402,2300160949,0,502,2892,62456,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602817817,0,905,52,61477,0,192.168.88.243,87.245.209.246
0,0,443,46528,1159967936,0,261,4252,2969,0,64.233.162.94,192.168.88.243
0,0,46528,443,2457529421,0,489,52,41541,0,192.168.88.243,64.233.162.94
0,0,443,46528,1159967936,0,261,189,2972,0,64.233.162.94,192.168.88.243
0,0,46528,443,2457529558,0,488,52,41542,0,192.168.88.243,64.233.162.94
0,0,443,49402,2300160949,0,502,2892,62458,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602820657,0,905,52,61478,0,192.168.88.243,87.245.209.246
0,0,443,46544,1306540078,0,261,52,45410,0,64.233.162.94,192.168.88.243
0,0,443,49402,2300160949,0,502,2892,62460,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602823497,0,889,52,61479,0,192.168.88.243,87.245.209.246
0,0,443,46544,1306540078,0,261,2852,45411,0,64.233.162.94,192.168.88.243
0,0,46544,443,683535045,0,496,52,35905,0,192.168.88.243,64.233.162.94
0,0,443,46544,1306540078,0,261,1589,45413,0,64.233.162.94,192.168.88.243
0,0,46544,443,683536582,0,484,52,35906,0,192.168.88.243,64.233.162.94
0,0,443,49402,2300160949,0,502,2892,62462,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602826337,0,873,52,61480,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,2892,62464,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602829177,0,857,52,61481,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,2892,62466,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602832017,0,841,52,61482,0,192.168.88.243,87.245.209.246
0,0,443,49402,2300160949,0,502,1472,62468,0,87.245.209.246,192.168.88.243
0,0,49402,443,1602833437,0,833,52,61483,0,192.168.88.243,87.245.209.246
